itemID,name_item,tier,cannot_merge,sell_price,energy_cost,time_point
400417,Grilled Shrimp,17,true,2,80,10395
400418,Grilled Octopus,18,true,8,320,41595
400419,Grilled Sea Bream,19,true,0,10,1305
400420,Grilled Chicken Breast & Bell Pepper,20,true,0,30,3900
400421,Grilled Mackerel,21,true,2,82.5,10725
400422,BBQ Duck,22,true,10,400,52005
400423,Grilled Corn,23,true,24,960,124800
400424,Surf & Turf,24,true,36,1400,181995
400425,Grilled Lemon Butter Scallops And Asparagus,25,true,31,1200,156000
400426,Grilled Turkey Leg,26,true,135,5200,676005
400501,Stir-fried Egg,1,true,0,5,645
400502,Stir-fried Clam,2,true,0,5,645
400503,Scallops with Cauliflower,3,true,25,970,126105
400504,Creamy Chicken Breast,4,true,6,250,32505
400505,Fried Brocoli,5,true,4,160,20805
400506,Fried Asparagus,6,true,4,160,20805
400507,Pan-seared Cod with Kale,7,true,9,360,46800
400508,Shrimp with Asparagus,8,true,6,240,31200
400509,Beef Asparagus Stir Fry,9,true,14,560,72795
400510,Fried Salmon,10,true,4,160,20805
400511,Citrus Sea Bream,11,true,0,25,3255
400601,Tomato Slices,1,true,0,2.5,330
400602,Onion Slices,2,true,0,5,645
400603,Cucumber Slices,3,true,0,1.25,165
400604,Shredded Lettuce,4,true,0,10,1305
400605,Caprese Salad,5,true,16,642.5,83520
400606,Apple Blue Cheese Salad,6,true,67,2580,335400
400607,Shrimp Cocktail,7,true,2,90,11700
400608,American Potato Salad,8,true,34,1325,172245
400609,Cabbage Slaw,9,true,1,65,8445
400701,Deconstructed Cheesecake,1,true,37,1450,188505
400702,Apple Compote,2,true,9,350,45495
400703,Berry & Coconut Trifle,3,true,3,121.25,15765
400704,Passion Fruit Panna Cotta,4,true,7,290,37695
400705,Banana Split,5,true,18,700,91005
400706,Burnt Cream,6,true,35,1380,179400
400801,Corn with Cheese,1,true,158,6080,790395
700101,Coffee Bean,1,false,0,1.25,150
700102,Ground Coffee,2,false,0,2.5,300
700103,Cup of Coffee,3,false,0,5,600
700104,Iced Coffee,4,false,0,10,1200
700105,Coffee - to - Go,5,false,0,20,2400
700106,Iced Coffee - to - Go,6,false,0,40,4800
700107,Cold Brew,7,false,1,80,9600
700108,Pour ove coffee,8,false,3,160,19200
700109,French press,9,false,7,320,38400
700110,Aero press,10,false,15,640,76800
700111,Moka Pot,11,false,30,1280,153600
700112,Syphon coffee,12,true,61,2560,307200
700201,Glass of Water,1,false,0,10.0,1200
700202,Citrus Soda,2,false,0,20,2400
700203,Bottled Lemon Tea,3,false,0,40,4800
700204,Soda Water,4,false,1,80,9600
700205,Lemon-Lime Soda,5,false,3,160,19200
700206,Sweet Cola,6,false,7,320,38400
700207,Orange Soda,7,false,15,640,76800
700208,Classic Cola,8,false,30,1280,153600
700209,Lon Redbull (xanh trắng),9,false,61,2560,307200
700210,Lon Monster Energy,10,true,122,5120,614400
700301,Ice Cube,1,false,0,10.0,1200
700302,Milk Bottle,2,false,0,20,2400
700303,Yogurt,3,false,0,40,4800
700304,Fresh Cream,4,false,1,80,9600
700305,Cheddar Cheese,5,false,3,160,19200
700306,Butter,6,false,7,320,38400
700307,Mozzarella,7,false,15,640,76800
700308,Brie Cheese,8,false,30,1280,153600
700309,Blue Cheese,9,false,61,2560,307200
700310,Truffle Cheese,10,true,122,5120,614400
700401,Glass Bottle,1,false,0,21,2520
700402,Glass Bowl,2,false,1,42,5040
700403,Glass Cup,3,false,2,84,10080
700404,Crystal Plate,4,false,4,168,20160
700405,Crystal Vase,5,false,8,336,40320
700406,Crystal Cake Stand,6,true,16,672,80640
700501,Blueberry,1,false,0,1.25,150
700502,Strawberry,2,false,0,2.5,300
700503,Orange,3,false,0,5,600
700504,Apple,4,false,0,10,1200
700505,Banana,5,false,0,20,2400
700506,Coconut,6,false,0,40,4800
700507,Lemon,7,false,1,80,9600
700508,Passion Fruit,8,false,3,160,19200
700509,Mango,9,false,7,320,38400
700510,Pomegranate,10,false,15,640,76800
700511,Pineapple,11,false,30,1280,153600
700512,Watermelon,12,true,61,2560,307200
700601,Sugarcane,1,false,0,5,600
700602,Sugar,2,false,0,10,1200
700603,Brown Sugar,3,false,0,20,2400
700604,Caramel,4,false,0,40,4800
700605,Honey,5,false,1,80,9600
700606,Candy,6,false,3,160,19200
700607,Marshmallow,7,false,7,320,38400
700608,Scoop of Ice Cream,8,true,15,640,76800
700701,Coconut Water,1,false,0,41,4920
700702,Coconut Milk,2,false,1,82,9840
700703,Coconut Jelly,3,false,3,164,19680
700704,Coconut Ice Cream,4,false,7,328,39360
700705,Coconut Soda,5,false,15,656,78720
700706,Coconut Candy,6,false,31,1312,157440
700707,Coconut Pudding,7,true,62,2624,314880
700801,Coconut Shell,1,false,0,41,4920
700802,Coconut Shell Plate,2,false,1,82,9840
700803,Coconut Shell Spoon,3,false,3,164,19680
700804,Coconut Shell Cup,4,false,7,328,39360
700805,Coconut Shell Dish,5,false,15,656,78720
700806,Coconut Shell Bowl,6,false,31,1312,157440
700807,Coconut Shell Pot,7,true,62,2624,314880
700901,Ground Meat,1,false,0,1.25,150
700902,Fresh Sausage,2,false,0,2.5,300
700903,Ham,3,false,0,5,600
700904,Pork Belly,4,false,0,10,1200
700905,Pork Knuckle,5,false,0,20,2400
700906,Pork Ribs,6,false,0,40,4800
700907,Beef Tenderloin,7,false,1,80,9600
700908,Beef Ribs,8,false,3,160,19200
700909,Diced Goat Meat,9,false,7,320,38400
700910,Lamb Rack,10,false,15,640,76800
700911,Whole Goat Leg,11,false,30,1280,153600
700912,Whole Lamb,12,true,61,2560,307200
701001,Chicken Egg,1,false,0,5,600
701002,Chicken Breast,2,false,0,10,1200
701003,Chicken Wing,3,false,0,20,2400
701004,Chicken Drumstick,4,false,0,40,4800
701005,Whole Chicken,5,false,1,80,9600
701006,Duck Breast,6,false,3,160,19200
701007,Whole Duck,7,false,7,320,38400
701008,Whole Goose,8,false,15,640,76800
701009,Quail,9,false,30,1280,153600
701010,Whole Pheasant,10,false,61,2560,307200
701011,Turkey,11,true,122,5120,614400
701101,Cucumber,1,false,0,1.25,150
701102,Tomato,2,false,0,2.5,300
701103,Red Onion,3,false,0,5,600
701104,Carrot,4,false,0,10,1200
701105,Bell Pepper,5,false,0,20,2400
701106,Potato,6,false,0,40,4800
701107,Eggplant,7,false,1,80,9600
701108,Asparagus,8,false,3,160,19200
701109,Beetroot,9,false,7,320,38400
701110,Corn,10,false,15,640,76800
701111,Okra,11,false,30,1280,153600
701112,Peas,12,true,61,2560,307200
701201,Sprouts,1,false,0,5.0,600
701202,Lettuce,2,false,0,10,1200
701203,Kale,3,false,0,20,2400
701204,Cabbage,4,false,0,40,4800
701205,Red Cabbage,5,false,1,80,9600
701206,Broccoli,6,false,3,160,19200
701207,Cauliflower,7,false,7,320,38400
701208,Spinach,8,false,15,640,76800
701209,Celery,9,false,30,1280,153600
701210,Arugula,10,false,61,2560,307200
701211,Artichoke,11,false,122,5120,614400
701212,Truffle Mushroom,12,true,245,10240,1228800
701301,Anchovy,1,false,0,1.25,150
701302,Mackerel,2,false,0,2.5,300
701303,Tilapia,3,false,0,5.0,600
701304,Sea Bream,4,false,0,10.0,1200
701305,Cod,5,false,0,20.0,2400
701306,Halibut,6,false,0,40.0,4800
701307,Salmon,7,false,1,80.0,9600
701308,Sae Bass,8,false,3,160.0,19200
701309,Sturgeon,9,false,7,320.0,38400
701310,Red Snapper,10,false,15,640.0,76800
701311,Black Cod,11,false,30,1280.0,153600
701312,Bluefin Tuna,12,true,61,2560.0,307200
701401,Clam,1,false,0,5.0,600
701402,Mussel,2,false,0,10.0,1200
701403,Oyster,3,false,0,20.0,2400
701404,Squid,4,false,0,40.0,4800
701405,Shrimp,5,false,1,80.0,9600
701406,Crab,6,false,3,160.0,19200
701407,Octopus,7,false,7,320.0,38400
701408,Scallop,8,false,15,640.0,76800
701409,Lobster,9,false,30,1280.0,153600
701410,King Crab,10,false,61,2560.0,307200
701411,Abalone,11,true,122,5120.0,614400
500101,CardPlus 8,1,false,0,0,0
500102,CardPlus 16,2,false,0,0,0
500103,CardPlus 32,3,true,0,0,0
